const_id,name,right_ascension,declination,lowest_freq,highest_freq,spectral_type,max_mag,bayer_ref,ra_hr,target_id,ra_m
in,ra_sec,dec_sign,dec_deg,dec_min,dec_sec,notes
20,7,MESARTHIM,1.8922,19.290,0,0,A1pSi,5,gam 2,1,53,31.83,+,19,17,37.21,NULL
21,7,SHERATAN,1.9107,20.812,0,0,A5V,3,bet,1,54,38.40,+,20,48,28.73,NULL
22,8,ALMAAZ,5.0328,43.831,0,0,F0Iae+B,3,eps,5,1,58.14,+,43,49,23.70,NULL
23,8,BOGARDUS,5.9954,37.216,0,0,A0pSi,3,the,5,59,43.30,+,37,12,44.66,NULL
24,8,CAPELLA,5.2782,45.992,0,0,G5IIIe+G0III,0,alp,5,16,41.36,+,45,59,52.98,NULL
25,8,HASSALEH,4.9499,33.151,0,0,K3II,3,iot,4,56,59.61,+,33,9,57.90,NULL
26,8,HOEDUS_I,5.0413,41.081,0,0,K4II+B8V,4,zet,5,2,28.68,+,41,4,32.90,NULL
27,8,HOEDUS_II,5.1086,41.244,0,0,B3V,3,eta,5,6,30.88,+,41,14,4.16,NULL
28,8,MENKALINAN,5.9921,44.949,0,0,A2IV,2,bet,5,59,31.73,+,44,56,50.72,NULL
29,9,ALKALUROPS,15.4082,37.367,1425046979,0,F2IVa,4,mu 1,15,24,29.44,+,37,22,37.76,
30,9,ARCTURUS,14.2610,19.167,1422000000,1765651648,K1.5IIIFe-0.5,0,alp,14,15,39.69,+,19,10,56.77,NULL
31,9,ASELLUS_PRIMUS,14.4199,51.857,1420454221,0,F7V,4,the,14,25,11.80,+,51,51,2.83,
32,9,ASELLUS_SECUNDUS,14.2694,51.374,1474800000,0,A9V,5,iot,14,16,9.93,+,51,22,2.14,
33,9,ASELLUS_TERTIUS,14.2247,51.800,1390168540,0,A8IV,5,kap 2,14,13,29.03,+,51,47,24.55,
34,9,IZAR,14.7498,27.081,1425275368,0,K0-II-III,3,eps 1,14,44,59.23,+,27,4,27.14,
35,9,MERGA,14.8219,46.107,1422000000,1437890000,F7IV w,6,NULL,14,49,18.69,+,46,6,58.43,NULL
36,9,MUPHRID,13.9114,18.392,0,0,G0IV,3,eta,13,54,41.08,+,18,23,51.72,NULL
37,9,NEKKAR,15.0324,40.395,0,0,G8IIIaBa0.3Fe-0.5,4,bet,15,1,56.75,+,40,23,26.00,NULL
38,9,SEGINUS,14.5346,38.308,0,0,A7III,3,gam,14,32,4.68,+,38,18,29.70,NULL
39,12,ALGEDI_SECUNDA,20.3009,-12.545,1420010000,1436660000,G8IIIb,4,alp 2,20,18,3.27,-,12,32,41.33,NULL
40,12,ALGIEDI_PRIMA,20.2941,-12.508,1428290000,1431100000,G3Ib,4,alp 1,20,17,38.87,-,12,30,29.50,NULL
41,12,ALSHAT,20.3444,-12.759,1426960000,1428170000,B9.5V,5,nu,20,20,39.84,-,12,45,33.08,NULL
42,12,DABIH,20.3502,-14.781,1425000000,0,F8V+A0,3,bet 1,20,21,0.67,-,14,46,52.93,
43,12,DABIH_MINOR,20.3463,-14.785,0,0,A0III,6,bet 2,20,20,46.56,-,14,47,5.61,NULL
44,12,DENEB_ALGEDI,21.7840,-16.127,1475000000,0,Am,3,del,21,47,2.46,-,16,7,38.19,
45,12,NASHIRA,21.6682,-16.662,0,0,F0p,4,gam,21,40,5.46,-,16,39,44.44,NULL
46,13,AVIOR,8.3752,-59.510,0,0,K3III+B2:V,2,eps,8,22,30.84,-,59,30,34.27,NULL
47,13,CANOPUS,6.3992,-52.696,0,0,F0II,-1,alp,6,23,57.18,-,52,41,44.44,NULL
48,13,HR4140,10.5311,-61.683,0,0,NULL,3,rho,10,31,52.00,-,61,41,0.00,NULL
49,13,MIAPLACIDUS,9.2200,-69.717,0,0,A2IV,2,bet,9,13,12.08,-,69,43,1.96,NULL
50,13,TURAIS,9.2848,-59.275,0,0,A8Ib,2,iot,9,17,5.40,-,59,16,31.14,NULL
51,13,Q_CAR,10.2847,-61.332,0,0,K3II,3,NULL,10,17,4.92,-,61,19,56.32,NULL
52,14,ACHIRD,0.8183,57.816,0,0,F9V+dM0,3,eta,0,49,6.04,+,57,48,57.21,This is a note field in Target 52 Achird
53,14,BRADLEY_3077,23.2214,57.183,0,0,K3V,6,NULL,23,13,16.97,+,57,10,6.26,NULL
54,14,CAPH,0.1530,59.137,0,0,F2III-IV,2,bet,0,9,10.72,+,59,8,58.99,NULL
55,14,MARFAK,1.1851,55.133,0,0,A7V,4,the,1,11,6.18,+,55,8,59.36,NULL
56,14,MARFAK,1.1379,54.919,0,0,G5Vb,5,mu,1,8,16.36,+,54,55,13.62,NULL
57,14,MARJ,0.9451,60.720,0,0,B0IVe,2,gam,0,56,42.51,+,60,43,0.10,NULL
58,14,RUCHBAH,1.4303,60.237,0,0,A5III-IV,3,del,1,25,48.99,+,60,14,6.91,NULL
59,14,SEGIN,1.9066,63.673,0,0,B3III,3,eps,1,54,23.71,+,63,40,12.27,NULL
60,14,SHEDIR,0.6751,56.537,0,0,K0IIIa,2,alp,0,40,30.47,+,56,32,14.43,NULL
61,15,AGENA,14.0637,-60.373,0,0,B1III,1,bet,14,3,49.46,-,60,22,22.73,NULL
62,15,MENKENT,14.1114,-36.370,0,0,K0-IIIb,2,the,14,6,40.96,-,36,22,12.14,NULL
63,15,PROXIMA_CENTAURI,14.5029,-62.690,0,0,M5Ve,12,NULL,14,30,10.29,-,62,41,25.61,NULL
64,15,RIGIL_KENTAURUS,14.6600,-60.835,0,0,G2V,0,alp 1,14,39,36.17,-,60,50,7.35,NULL
65,16,AL_KALB_Al_RAI,22.4980,78.827,0,0,A3V,6,rho 2,22,29,52.92,+,78,49,27.33,NULL
66,16,ALDERAMIN,21.3097,62.595,0,0,A7V,2,alp,21,18,34.78,+,62,35,8.02,NULL
67,16,ALFIRK,21.4777,70.566,0,0,B1IV,3,bet,21,28,39.63,+,70,33,38.67,NULL
68,16,ALKURHAH,22.0632,64.630,0,0,A3/6Vm,4,xi,22,3,47.43,+,64,37,40.24,NULL
69,16,ERRAI,23.6558,77.618,0,0,K1III-IV,3,gam,23,39,20.86,+,77,37,56.56,NULL
70,16,HERSCHELS_GARNET,21.7251,58.774,0,0,M2-Ia,4,mu,21,43,30.44,+,58,46,48.10,NULL
71,17,BATEN_KAITOS,1.8577,-10.335,1428170000,0,K0IIIBa0.1,4,zet,1,51,27.64,-,10,20,6.19,
72,17,DENEB_KAITOS_SHEMALI,0.3238,-8.824,1425100000,0,K1.5III,4,iot,0,19,25.67,-,8,49,25.98,
73,17,DIPHDA,0.7265,-17.987,1424991426,0,G9.5IIICH-1,2,bet,0,43,35.38,-,17,59,11.85,
74,17,KAFFALJIDHMA,2.7217,3.244,1427000000,0,A3V,3,gam,2,43,18.05,+,3,14,8.55,
75,17,MENKAR,3.0380,4.089,0,0,M1.5IIIa,3,alp,3,2,16.78,+,4,5,22.93,NULL
76,17,MIRA,2.3224,-2.978,0,0,M7IIIe+Bep,2,omi,2,19,20.73,-,2,58,39.42,NULL
77,20,ADHARA,6.9771,-28.972,1423040000,1431110000,B2II,2,eps,6,58,37.56,-,28,58,19.41,
78,20,ALUDRA,7.4016,-29.303,1474999994,0,B5Ia,2,eta,7,24,5.70,-,29,18,11.30,
79,20,FURUD,6.3386,-30.063,1474100000,0,B2.5V,3,zet,6,20,18.80,-,30,3,48.10,
80,20,MIRZAM,6.3783,-17.956,1420456378,0,B1II-III,2,bet,6,22,41.97,-,17,57,21.59,
81,20,MULIPHEIN,7.0626,-15.633,0,0,B8II,4,gam,7,3,45.50,-,15,37,59.52,NULL
82,20,SIRIUS,6.7525,-16.716,0,0,A1Vm,-1,alp 1,6,45,8.92,-,16,42,58.11,NULL
83,20,WEZEN,7.1399,-26.393,0,0,F8Ia,2,del,7,8,23.48,-,26,23,35.48,NULL
84,21,GOMEISA,7.4525,8.291,1422000000,1437280000,B8Ve,3,bet,7,27,9.04,+,8,17,21.50,NULL
85,21,PROCYON,7.6550,5.219,1475000000,0,F5IV-V,0,alp,7,39,18.12,+,5,13,29.95,
86,22,ACUBENS,8.9748,11.854,0,0,A5m,4,alp,8,58,29.24,+,11,51,27.85,NULL
87,22,ALTARF,8.2753,9.185,0,0,K4IIIBa0.5,4,bet,8,16,30.93,+,9,11,7.89,NULL
88,22,ASELLUS_AUSTRALIS,8.7447,18.164,0,0,K0III-IIIb,4,del,8,44,41.09,+,18,9,15.39,NULL
89,22,ASELLUS_BOREALIS,8.7214,21.474,0,0,A1IV,5,gam,8,43,17.15,+,21,28,6.57,NULL
90,22,TEGMEN,8.2035,17.635,0,0,F8V,6,zet 1,8,12,12.69,+,17,38,51.87,NULL
91,23,PHACT,5.6608,-34.074,0,0,B7IVe,3,alp,5,39,38.95,-,34,4,27.11,NULL
92,23,WAZN,5.8493,-35.768,0,0,K2III,3,bet,5,50,57.60,-,35,46,6.11,NULL
93,24,DIADEM,13.1665,17.531,1420040000,1423040000,F5V,5,alp,13,9,59.29,+,17,31,45.73,NULL
94,25,ALFECCA_MERIDIANA,19.1579,-37.905,0,0,A2V,4,alp,19,9,28.33,-,37,54,16.35,NULL
95,26,ALPHEKKA,15.5781,26.706,1422300000,1426960000,A0V+G5V,2,alp,15,34,41.28,+,26,42,52.98,NULL
96,26,GALT,15.9917,25.932,1420455318,0,M3III+pec(NOVA),2,,15,59,30.16,+,25,55,12.82,
97,26,NUSAKAN,15.4638,29.116,1375000000,0,F0p,4,bet,15,27,49.75,+,29,6,20.49,
98,27,ALKES,10.9962,-18.299,0,0,K0+III,4,alp,10,59,46.47,-,18,17,55.66,NULL
99,28,ACRUX,12.4433,-63.099,0,0,+++,1,alp,12,26,35.95,-,63,5,56.50,NULL
100,28,ACRUX_A,12.4433,-63.099,0,0,B0.5IV,1,alp 1,12,26,35.95,-,63,5,56.50,NULL
101,28,ACRUX_B,12.4450,-63.117,0,0,B1,2,alp 2,12,26,42.00,-,63,7,0.00,NULL
102,28,GACRUX,12.5194,-57.113,0,0,M3.5III,2,gam 1,12,31,9.95,-,57,6,47.56,NULL
103,28,MIMOSA,12.7954,-59.689,0,0,B0.5III,1,bet,12,47,43.29,-,59,41,19.34,NULL
104,29,ALCHIBA,12.1402,-24.729,1437650000,0,F2III-IV,4,alp,12,8,24.77,-,24,43,44.05,
105,29,ALGORAB,12.4977,-16.515,0,0,B9.5V,3,del,12,29,51.86,-,16,30,55.56,NULL
106,29,GIENAH_GHURAB,12.2634,-17.542,0,0,B8IIIpHgMn,3,gam,12,15,48.37,-,17,32,30.99,NULL
107,29,KRAZ,12.5731,-23.397,0,0,G5II,3,bet,12,34,23.24,-,23,23,48.22,NULL
108,29,MINKAR,12.1687,-22.620,0,0,K2.5IIIaBa0.2:,3,eps,12,10,7.49,-,22,37,11.01,NULL
109,30,CHARA,12.5624,41.360,1422000000,1437770000,G0V,4,bet,12,33,44.54,+,41,21,26.81,NULL
110,30,COR_CAROLI,12.9338,38.323,1429790350,1433940000,A0pSiEuHg,3,alp 2,12,56,1.67,+,38,19,6.22,
111,31,ALBIREO,19.5120,27.964,0,0,K3II+B9.5V,3,bet 1,19,30,43.31,+,27,57,34.59,NULL
112,31,AZELFAFAGE,21.7016,51.187,1424954000,0,B3IV,5,pi 1,21,42,5.66,+,51,11,22.97,
113,31,DENEB,20.6905,45.273,0,0,A2Ia,1,alp,20,41,25.93,+,45,16,49.29,NULL
114,31,GIENAH,20.7702,33.970,0,0,K0-III,2,eps,20,46,12.69,+,33,58,12.92,NULL
115,31,SADR,20.3705,40.262,1420455498,0,F8Ib,2,gam,20,22,13.71,+,40,15,24.12,
116,32,DENEB_DULFIM,20.5535,11.312,0,0,B6III,4,eps,20,33,12.78,+,11,18,11.85,NULL
117,32,ROTANEV,20.6258,14.598,0,0,F5IV,4,bet,20,37,32.96,+,14,35,42.63,NULL
118,32,SUALOCIN,20.6606,15.911,0,0,B9IV,4,alp,20,39,38.29,+,15,54,43.29,NULL
119,34,ALDHIBAH,17.1465,65.712,0,0,B6III,3,zet,17,8,47.22,+,65,42,52.76,NULL
120,34,ALSAFI,19.5393,69.654,0,0,K0V,5,sig,19,32,21.63,+,69,39,40.14,NULL
121,34,ALTAIS,19.2092,67.664,0,0,G9III,3,del,19,12,33.29,+,67,39,41.57,NULL
122,34,ARRAKIS,17.0888,54.482,0,0,F7V,6,mu,17,5,19.76,+,54,28,13.33,NULL
123,34,BOOBOO,16.3999,61.516,0,0,G8-IIIab,3,eta,16,23,59.49,+,61,30,51.25,NULL
124,34,DZIBAN,17.6990,72.139,0,0,F5IV-V,5,psi 1,17,41,56.37,+,72,8,55.93,NULL
125,34,ED_ASICH,15.4155,58.964,0,0,K2III,3,iot,15,24,55.76,+,58,57,57.71,NULL
126,34,ETAMIN,17.9434,51.489,0,0,K5III,2,gam,17,56,36.38,+,51,29,20.26,NULL
127,34,GIAUSAR,11.5234,69.323,0,0,M0IIICa-1,4,lam,11,31,24.27,+,69,19,51.92,NULL
128,34,GRUMIUM,17.8921,56.868,0,0,K2-III,4,xi,17,53,31.71,+,56,52,21.51,NULL
129,34,KUMA,17.5378,55.176,0,0,A4m,5,nu 2,17,32,16.01,+,55,10,22.59,NULL
130,34,RASTABAN,17.5072,52.301,0,0,G2Ib-IIa,3,bet,17,30,25.96,+,52,18,5.07,NULL
131,34,THUBAN,14.0732,64.381,0,0,A0III,4,alp,14,4,23.35,+,64,22,33.02,NULL
132,34,TYL,19.8029,70.271,0,0,G7IIIbCN-2,4,eps,19,48,10.39,+,70,16,4.29,NULL
133,35,KITALPHA,21.2637,5.237,1423040000,1429940000,G0III+A5V,4,alp,21,15,49.44,+,5,14,52.22,NULL
134,36,ACAMAR,2.9710,-40.305,0,0,A4III,3,the 1,2,58,15.69,-,40,18,16.98,NULL
135,36,ACHERNAR,1.6286,-57.237,0,0,B3Vpe,0,alp,1,37,42.92,-,57,14,12.13,NULL
136,36,ANGETENAR,2.8506,-21.004,0,0,K0III,5,tau 2,2,51,2.31,-,21,0,14.59,NULL
137,36,AZHA,2.9405,-8.898,0,0,K1-IIIbBa0.2:,4,eta,2,56,25.65,-,8,53,53.39,NULL
138,36,BEID,4.1978,-6.838,0,0,F2II-III,4,omi 1,4,11,51.94,-,6,50,15.29,NULL
139,36,CURSA,5.1308,-5.086,0,0,A3III,3,bet,5,7,50.97,-,5,5,11.17,NULL
140,36,KEID,4.2545,-7.653,0,0,K1-V,4,omi 2,4,15,16.32,-,7,39,9.89,NULL
141,36,RANA,3.7208,-9.763,0,0,K0+IV,4,del,3,43,14.92,-,9,45,48.20,NULL
142,36,SCEPTRUM,4.6363,-14.304,0,0,K2IIIb,4,NULL,4,38,10.82,-,14,18,14.58,NULL
143,36,THEEMIM,4.5925,-30.562,0,0,G8IIIa,4,ups 2,4,35,33.06,-,30,33,44.49,NULL
144,36,ZAURAK,3.9672,-13.509,0,0,M0.5IIICa-1Cr-1,3,gam,3,58,1.77,-,13,30,30.64,NULL
145,36,ZIBAL,3.2639,-8.820,0,0,A5m,5,zet,3,15,50.02,-,8,49,10.97,NULL
146,37,FORNACIS,3.2012,-28.987,1428230000,0,F8V,4,alp,3,12,4.27,-,28,59,13.36,
147,38,ALHENA,6.6285,16.388,1437840000,1438130000,A0IV,2,gam,6,37,42.73,+,16,23,57.40,NULL
148,38,ALZIRR,6.7548,12.889,1424800000,0,F5III,3,xi,6,45,17.36,+,12,53,43.98,
149,38,CASTOR_A,7.5767,31.898,1475168997,0,A1V,2,alp 1,7,34,35.99,+,31,53,18.54,
150,38,CASTOR_B,7.5767,31.887,1390000000,0,,3,alp 2,7,34,36.00,+,31,53,19.00,
151,38,MEBSUTA,6.7322,25.126,0,0,G8Ib,3,eps,6,43,55.92,+,25,7,51.89,NULL
152,38,MEKBUDA,7.0685,20.573,0,0,F7-G3Ib,4,zet,7,4,6.52,+,20,34,12.99,NULL
153,38,POLLUX,7.7553,28.030,0,0,K0IIIb,1,bet,7,45,18.94,+,28,1,34.28,NULL
154,38,PROPUS,6.2480,22.516,0,0,M3III,3,eta,6,14,52.65,+,22,30,24.34,NULL
155,38,TEJAT_POSTERIOR,6.3827,22.511,0,0,M3IIIab,3,mu,6,22,57.62,+,22,30,48.77,NULL
156,38,WASAT,7.3354,21.983,0,0,F2IV,4,del,7,20,7.37,+,21,58,56.39,NULL
157,39,ALNAIR,22.1372,-46.961,0,0,B7IV,2,alp,22,8,14.01,-,46,57,39.80,NULL
158,40,KAJAM,16.4236,14.027,1424920000,0,B9pCr,5,ome,16,25,24.97,+,14,1,59.68,
159,40,KORNEPHOROS,16.5037,21.497,1438600000,1438600000,G7IIIa,3,bet,16,30,13.20,+,21,29,22.49,NULL
160,40,MAASYM,17.5123,26.107,0,0,K3.5III,4,lam,17,30,44.31,+,26,6,38.50,NULL
161,40,MARFIK,16.1346,17.039,1700206626,0,G8III,5,kap 1,16,8,4.54,+,17,2,48.92,
162,40,RASALGETHI,17.2441,14.392,0,0,M5Ib-II,3,alp 1,17,14,38.88,+,14,23,25.25,NULL
163,40,SARIN,17.2505,24.841,1424500000,0,A3IV,3,del,17,15,1.91,+,24,50,21.22,
164,42,ALPHARD,9.4598,-8.659,1425000000,0,K3II-III,2,alp,9,27,35.25,-,8,39,31.17,
165,42,MINCHIR,8.6460,3.334,1437590000,0,K1+III,4,sig,8,38,45.45,+,3,20,28.94,
166,43,HEAD_OF_HYDRUS,1.9795,-61.570,0,0,F0V,3,alp,1,58,46.23,-,61,34,11.41,NULL
167,46,ADHAFERA,10.2782,23.425,1422010000,1433920000,F0III,3,zet,10,16,41.41,+,23,25,2.19,NULL
168,46,AL_MINILIAR_AL_ASAD,9.4109,26.168,1422000000,0,K2III,4,kap,9,24,39.26,+,26,10,56.41,NULL
169,46,ALGIEBA,10.3329,19.846,1420455600,0,K1-IIIbFe-0.5,3,gam 1,10,19,58.35,+,19,50,29.93,
170,46,ALTERF,9.5287,22.972,1425019296,0,K5III,4,lam,9,31,43.20,+,22,58,4.48,
171,46,CHERTAN,11.2373,15.424,1429000000,0,A2V,3,the,11,14,14.40,+,15,25,46.42,
172,46,DENEBOLA,11.8177,14.574,1420029592,0,A3V,2,bet,11,49,3.58,+,14,34,19.40,
173,46,RAS_ELASED_AUSTRALIS,9.7642,23.767,0,0,G1II,3,eps,9,45,51.07,+,23,46,27.21,NULL
174,46,RASALAS,9.8794,26.009,0,0,K2IIICN1Ca1,4,mu,9,52,45.82,+,26,0,24.96,NULL
175,46,REGULUS,10.1395,11.974,0,0,B7V,1,alp,10,8,22.32,+,11,58,2.02,NULL
176,46,SUBRA,9.6858,9.889,0,0,F6II+A1-5V,4,omi,9,41,9.04,+,9,53,32.29,NULL
177,46,ZOSMA,11.2351,20.522,0,0,A4V,3,del,11,14,6.50,+,20,31,25.26,NULL
178,47,ARNEB,5.5455,-17.822,0,0,F0Ib,3,alp,5,32,43.80,-,17,49,20.24,NULL
179,47,HINDS_CRIMSON_STAR,4.9935,-14.806,0,0,C7,6e(N6e),6,NULL,4,59,36.47,-,14,48,20.49,NULL
180,47,NIHAL,5.4708,-20.760,0,0,G5II,3,bet,5,28,14.73,-,20,45,34.28,NULL
181,48,BRACHIUM,15.0678,-25.282,0,0,M3-III,3,sig,15,4,4.22,-,25,16,55.14,NULL
182,48,ZUBEN_ELAKRIBI,15.0162,-8.519,0,0,B9.5V,5,del,15,0,58.35,-,8,31,8.27,NULL
183,48,ZUBEN_ELGENUBI,14.8480,-16.042,0,0,A3IV,3,alp 1,14,50,52.72,-,16,2,30.39,NULL
184,48,ZUBEN_ESCHAMALI,15.2835,-9.383,0,0,B8V,3,bet,15,17,0.43,-,9,22,58.53,NULL
185,48,ZUBEN_HAKRIKI,15.5921,-14.790,0,0,G8.5III,4,gam,15,35,31.58,-,14,47,22.50,NULL
186,49,PRAECIPUA,10.8885,34.213,1422200000,1437280000,K0+III-IV,4,NULL,10,53,18.70,+,34,12,53.57,NULL
187,51,MABSUTHAT,8.3806,43.190,0,0,K4.5III-IIIb,4,NULL,8,22,50.15,+,43,11,17.20,NULL
188,52,ALADFAR,19.2293,39.137,0,0,B2.5IV,4,eta,19,13,45.52,+,39,8,45.68,NULL
189,52,ALATHFAR,18.4038,39.513,0,0,A3IVn,5,mu,18,24,13.81,+,39,30,25.73,NULL
190,52,DOUBLE_DOUBLE,18.7390,39.673,0,0,A4V,5,eps 1,18,44,20.37,+,39,40,12.19,NULL
191,52,SHELIAK,18.8347,33.350,0,0,B8IIpe,3,bet,18,50,4.80,+,33,21,45.75,NULL
192,52,SULAFAT,18.9824,32.685,0,0,B9III,3,gam,18,58,56.61,+,32,41,22.32,NULL
193,52,VEGA,18.6156,38.790,0,0,A0Va,0,alp,18,36,56.34,+,38,47,1.18,NULL
194,55,PLASKETTS_STAR,6.6234,6.134,1427000000,0,O8V+O8f,6,,6,37,24.09,+,6,8,7.03,
195,58,POLARIS_AUSTRALIS,21.1459,-88.957,0,0,F0III,5,sig,21,8,45.42,-,88,57,23.57,NULL
196,59,CEBALRAI,17.7245,4.567,0,0,K2III,3,bet,17,43,28.36,+,4,34,2.20,NULL
197,59,FIEHT,16.6193,-10.567,1423040000,0,O9.5Vn,3,zet,16,37,9.55,-,10,34,1.55,
198,59,MARFIC,16.5152,1.992,0,0,A0V+A4V,4,lam,16,30,54.83,+,1,59,2.44,NULL
199,59,RASALHAGUE,17.5822,12.559,0,0,A5III,2,alp,17,34,56.08,+,12,33,36.21,NULL
200,59,SABIK,17.1730,-15.725,0,0,A2V,2,eta,17,10,22.69,-,15,43,29.43,NULL
201,59,YED_POSTERIOR,16.3054,-4.692,0,0,G9.5IIIbFe-0.5,3,eps,16,18,19.28,-,4,41,32.92,NULL
202,59,YED_PRIOR,16.2391,-3.694,0,0,M0.5III,3,del,16,14,20.74,-,3,41,39.53,NULL
203,60,ALNILAM,5.6036,-1.202,1420000000,0,B0Ia,2,eps,5,36,12.81,-,1,12,7.05,
204,60,ALNITAK,5.6793,-1.943,1460100000,0,O9.7Ib,2,zet,5,40,45.52,-,1,56,33.53,
205,60,BELLATRIX,5.4188,6.334,1422300000,1428780000,B2III,2,gam,5,25,7.86,+,6,20,58.66,NULL
206,60,BETELGEUSE,5.9195,7.416,1422040000,1420000000,M1-2Ia-Iab,1,alp,5,55,10.32,+,7,24,25.43,NULL
207,60,HEKA,5.5856,9.943,1425153000,0,O8III((f)),4,lam,5,35,8.26,+,9,56,2.56,
208,60,MINTAKA,5.5334,-0.299,1420000000,0,O9.5II,2,del 1,5,32,0.40,-,0,17,56.81,
209,60,NAIR_AL_SAIF,5.5906,-5.910,0,0,O9III,3,iot,5,35,25.98,-,5,54,35.60,NULL
210,60,RIGEL,5.2423,-8.202,0,0,B8Ia:,0,bet,5,14,32.28,-,8,12,6.00,NULL
212,60,SAIPH,5.7959,-9.670,0,0,B0.5Ia,2,kap,5,47,45.39,-,9,40,10.86,NULL
213,60,TABIT,4.8307,6.956,0,0,F6V,3,pi 3,4,49,50.41,+,6,57,40.66,NULL
214,60,TRAPEZIUM(c),5.5879,-5.385,0,0,B2V+A7IV,8,the 1,5,35,16.41,-,5,23,6.76,NULL
215,60,TRAPEZIUM(b),5.5879,-5.390,0,0,B0.5Vp,7,the 1,5,35,16.47,-,5,23,22.80,NULL
216,60,TRAPEZIUM(a),5.5897,-5.416,0,0,O9.5Vp,5,the 2,5,35,22.88,-,5,24,57.62,NULL
217,61,PEACOCK,20.4275,-56.735,0,0,B2IV,2,alp,20,25,38.90,-,56,44,6.32,NULL
218,62,ALGENIB,0.2206,15.192,1475000000,0,B2IV,3,gam,0,13,14.16,+,15,11,0.80,
219,62,BIHAM,22.1700,6.198,0,0,A2Vp,4,the,22,10,11.99,+,6,11,52.31,NULL
220,62,ENIF,21.7364,9.872,0,0,K2Ib,2,eps,21,44,11.17,+,9,52,30.00,NULL
221,62,HOMAM,22.6910,10.821,0,0,B8V,3,zet,22,41,27.73,+,10,49,52.79,NULL
223,62,MATAR,22.7167,30.224,0,0,G2II-III+F0V,3,eta,22,43,0.14,+,30,13,16.49,NULL
224,62,SADALBARI,22.8334,24.616,0,0,G8+III,3,mu,22,50,0.20,+,24,36,5.79,NULL
225,62,SALM,23.3440,23.739,0,0,A5Vp,5,tau,23,20,38.24,+,23,44,25.28,NULL
226,62,SCHEAT,23.0629,28.072,0,0,M2.5II-III,2,bet,23,3,46.46,+,28,4,58.07,NULL
227,63,ALGOL,3.1361,40.962,1422200000,1433890000,B8V,2,bet,3,8,10.13,+,40,57,20.44,NULL
228,63,ATIK,3.7386,32.296,0,0,B1III,4,omi,3,44,19.14,+,32,17,17.79,NULL
229,63,GORGONEA_QUARTA,3.1882,39.607,0,0,K1III,5,ome,3,11,17.39,+,39,36,41.67,NULL
230,63,GORGONEA_SECUNDA,2.9794,39.658,0,0,A2Vn,5,pi,2,58,45.69,+,39,39,45.93,NULL
231,63,GORGONEA_TERTIA,3.0863,38.845,0,0,M4II,3,rho,3,5,10.59,+,38,50,25.02,NULL
232,63,MENKIB,3.9828,35.795,0,0,O7.5III(n)((f)),4,xi,3,58,57.91,+,35,47,27.54,NULL
233,63,MIRAM,2.8450,55.889,0,0,K3-Ib-IIa,4,eta,2,50,41.83,+,55,53,43.73,NULL
234,63,MIRPHAK,3.4054,49.856,0,0,F5Ib,2,alp,3,24,19.37,+,49,51,40.31,NULL
